"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Briza","Briza minor","General Biology. Growth form. Grass. Life form. Annual. Reproduction. Seed. Dispersal. Water, wind, mammals, slashing. Photosynthetic Pathway. C3. Seedbank persistence. 3 years. Fire response. Fire promotes germination of soil-stored seed. Additional information. Origin. North Africa, temperate western Asia, southeastern and southwestern Europe. History of use/introduction. Seed contaminant in crops, ornamental. Suggested method of management and control. Prevent seed set. Hand pull or spray at 3-5 leaf stage with FusiladeÂ® Forte at 16 ml/10 L or 800 ml/ha (based on 500 L water/ha) + wetting agent or for generic fluazifop-p (212g/L active ingredient) 10ml/10L or 500ml/ha + wetting agent. Repeat treatment for 2 - 3 years. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. grass. life form. annual. reproduction. seed. dispersal. water, wind, mammals, slashing. photosynthetic pathway. c3. seedbank persistence. 3 years. fire response. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","","","herbaceous","inferred_from_growth_form","Florabase_long"
"Briza","Briza minor","Tufted, glabrous annual, grass-like or herb, 0.15-0.5 m high. Fl. green, Sep to Oct. Loam, sand, clay, laterite."," tufted, glabrous annual, g or herb, 0.15-0.5 m high. ","annual","annual","","","herb graminoid","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Briza","Briza minor","Description: Glabrous annual to 0.6 m high. Leaves with sheath loose, smooth and striate; ligule oblong, obtuse, 3-6 mm long; blade 2-10 mm wide, apex attenuate. Inflorescence broad-obovate, lax, 5-10 cm long. Spikelets ovate to triangular, very obtuse, erect to drooping on slender pedicels, 4-8-flowered. Glumes broadly oblong-obovate, obtuse or abruptly acute, usually pale green but less often purplish. Lemmas closely imbricate, broadly cordate-ovate, 2-3 mm long, tips obtuse, often inflexed. Palea elliptic, 1.5 mm long, finely winged, the wings very minutely ciliolate."," glabrous annual to 0.6 m high. ","annual","annual","","","herb graminoid","inferred_from_family","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Briza","Briza minor","Description: Glabrous annual, usually 10-50 cm high; panicle compound, numerous-flowered.Spikelets 2-5 mm long, erect to drooping, on slender but more or less straight pedicels, 4-8-flowered, pale-green, 4-5 mm broad at the base; glumes usually pale-green but less often purplish."," glabrous annual, usually 10-50 cm high; ","annual","annual","","","herb graminoid","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Briza","Briza minor","Tufted annual to 60 cm high. Leaves glabrous; blade to 14 cm long and 10 mm wide, finely scabrous along margins and upper surface; ligule 2-6 mm long, blunt. Inflorescence an open, ovoid panicle. Spikelets 4-8-flowered, drooping, plump, triangular, broadly ovate to almost circular, 3-5 mm long and wide, shining; glumes 3-5-nerved, subequal, 2-3.5 mm long, firm, widely spreading, dorsally rounded, glabrous; lemmas resembling glumes, often described as glabrous but at least in some specimens the firmer central portion of the lemma bearing inflated, readily caducous hairs; palea c. two-thirds as long as lemma, the back of the palea in some specimens observed with readily-deciduous inflated hairs. Flowers Aug.-Dec."," tufted annual to 60 cm high. ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Bromus","Bromus catharticus","Annual or perennial, caespitose. Culms 14-140 cm high. Leaves: basal sheaths glabrous or pubescent to densely pilose; blade 8.5-50 cm long, 2.5-13 mm wide, scabrous and sometimes also sparsely pubescent. Panicles erect, open, 10-39 cm long; primary branches spreading to divaricate. Spikelets erect, oblong or elliptic or cuneate, 20-40 mm long, with 5-10 bisexual florets; pedicel 0.8-25 mm long. Glumes equal or unequal, keeled, with midnerve scabrous and intercostal regions glabrous; lower glume (6-) 8-13.2 mm long, 5-7-nerved; upper glume 8.7-16 mm long, 7-9-nerved. Callus blunt, laterally scabrous to pubescent or hirsute. Basal lemma strongly laterally compressed, 11-18.8 mm long, keeled, 9-13-nerved; nerves scaberulous to scabrous; intercostal regions glabrous or sparsely scaberulous; awn subapical, arising 0.1-0.2 mm below lemma tip, (0.2-) 1-4 mm long, straight or curved, entered by 3 nerves. Palea 1/2-2/3 length of lemma, glabrous. Anthers 0.5-6 mm long."," annual or perennial, caespitose. ","annual perennial","annual perennial","","","herb graminoid","inferred_from_genus_life_history","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Bromus","Bromus catharticus","General Biology. Growth form. Grass. Life form. Annual, caespitose. Reproduction. Seed. Dispersal. Contaminated pasture, animal fur. Photosynthetic Pathway. C3. Notes. Weed of disturbed areas, roadsides, pastures and grasslands. Considerable variation is found between cultivars. Has longevity of 1-2 years. Able to recover from intensive grazing. Heat-tolerant and able to persistent in dry conditions. Requires highly fertile well-drained soils. Awns may penetrate skin of sheep and be a contaminant of wool. Additional information. Origin. South America. History of use/introduction. Erosion control, animal fodder. Similar native species. Bromus arenarius. Suggested method of management and control. Prevent seed set for 1-2 years. In degraded areas use 10 ml/10 L glyphosate on seedlings, young plants or when flowering. Alternatively spray plants at 3-5 leaf stage with FusiladeÂ® Forte at 16 ml/10 L or 800 ml/ha (based on 500 L of water/ha) + wetting agent or for generic fluazifop-p (212g/L active ingredient) 10ml/10L or 500ml/ha + wetting agent. Repeat the following year if required. An early and late application may be required where two Bromus species are present. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. alternatively spray plants at 3-5 leaf stage with fusiladeÂ® forte at 16 ml/10 l or 800 ml/ha (based on 500 l of water/ha) + wetting agent or for generic fluazifop-p (212g/l active ingredient) 10ml/10l or 500ml/ha + wetting agent. repeat the following year if required. an early and late application may be required where two bromus species are present. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Florabase_long"
"Bromus","Bromus catharticus","Tufted annual or biennial, grass-like or herb, 0.3-1.2 m high. Fl. green-brown, Sep to Nov or Jan (occasionally). White sand."," tufted annual or biennial, g or herb, 0.3-1.2 m high. ","annual biennial","annual biennial","","","herb graminoid","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Bromus","Bromus catharticus","Description: Densely-tufted, robust annuals or short-lived perennials to c. 1 m tall. Culms erect or spreading, stout, unbranched, smooth, with obvious pigmented hairless nodes.  Sheaths villous to puberulent; ligule obtuse, often laciniate, 4-5 mm long, puberulent; blade linear, flat, attenuate, to 30 cm long, to 8 mm wide, slightly hairy on upper surface.  Inflorescence large, open, pyramidal, 10-30 cm long, primary branches whorled. Spikelets oblong to lanceolate, very strongly compressed, 6-12-flowered, 15-35 mm long. Glumes acuminate, strongly keeled, lower 7-nerved, 7-10 mm long; upper glume 9-nerved, 10-12 mm long. Lemmas keeled, 14-18 mm long; awn absent or short; palea c. 65% length of the lemma."," densely-tufted, robust annuals or shortlivedperennials to circa 1 m tall. ","annual short_lived_perennial","annuals shortlivedperennials","","","herb graminoid","inferred_from_family","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Bromus","Bromus catharticus","Description: Short-lived caespitose perennial with stems 40-100 cm; leaves to 10 mm wide, flat, slightly hairy; sheaths hairy; ligule membranous.Panicle. to 350 mm, loose with spreading or nodding branches usually longer than the spikelets; spikelets lanceolate or ovate-lanceolate, 35-40 mm, very strongly compressed, with closely imbricate florets; glumes acuminate, lower 7-nerved, c. 10 mm, upper 9-nerved, to 12 mm; lemma coriaceous but with scarious margins, 9-13-nerved, 14-18 x 5-7 mm, broadly lanceolate, keeled, tip very shortly 2-fid; awn absent or short."," short-lived caespitose perennial with stems 40-100 cm; ","perennial","perennial","","","herb graminoid","inferred_from_genus_life_history","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","SA_flora"
"Bromus","Bromus catharticus","Tufted annual, biennial or perennial, culms erect, to 120 cm high. Leaves glabrous to pilose; blade loosely folded, to 45 cm long and 15 mm wide, scabrous; ligule glabrous, truncate, 1-5 mm long. Inflorescence a panicle to 40 cm long. Spikelets compact, 4-9-flowered, lanceolate to oblong, 10-40 mm long; with florets strongly imbricate and usually strongy laterally compressed; lower glume 3-7-nerved, 8-15 mm long, upper glume (5-)7-9-nerved, 10-18 mm long; lemma 8-24 mm long, including awn, if present, to 10 mm long, strongly keeled, scabrous along keel."," tufted annual, biennial or perennial, culms erect, to 120 cm high. ","annual biennial perennial","annual biennial perennial","","","herb graminoid","inferred_from_genus_life_history","","","","","erect","erect","herbaceous","inferred_from_growth_form","VIC_flora"
"Bromus","Bromus diandrus","Annual, caespitose. Culms 35-69 cm high. Leaves: basal sheaths puberulous to pilose (often sparsely so); blade 7-22 cm long, 2-6 mm wide, puberulous to pilose. Panicles nodding, open to contracted, 6.5-16 cm long; primary branches slightly spreading initially but becoming divaricate or reflexed. Spikelets spreading to pendulous, obovate, 27-35 mm long, with 6 bisexual florets; pedicel 5-60 mm long. Glumes subequal, apically keeled to dorsally rounded; lower glume 15.75-21 mm long, 1 (-3)-nerved with lateral nerves sometimes obscure, with midnerve apically papillose to scabrous and intercostal regions glabrous or sparsely puberulous; upper glume 22-31 mm long, 3 or 5-nerved, with midnerve apically scabrous and intercostal regions glabrous. Callus pointed, glabrous to scabrous or puberulous. Lemma 17-30 mm long, apically keeled, 7-nerved, scabrous; awn subapical, 36-60 mm long, straight, entered by 3 nerves. Palea slightly shorter than lemma, glabrous or minutely papillose or scabrous to sparsely puberulous. Anthers 0.75-3.5 mm long."," annual, caespitose. ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Bromus","Bromus diandrus","General Biology. Growth form. Grass. Life form. Annual, caespitose. Reproduction. Seed. Dispersal. Mammals, wind, machinery, clothing, contaminated crop seed. Photosynthetic Pathway. C3. Seedbank persistence. Short, days to 2 years. Fire response. Unknown, however the seed remains in the inflorescence longer than most desirable grasses, where they are susceptible to direct heat from fire. Notes. Naturalised across southern Australia due to aggressive spread and pre-adaptation to temperate Mediterranean climates. Similar to the native Bromus arenarius (sand brome) which has an earlier flowering period of July to October. Highly competitive for water, nutrients and space and adapted to a range of soil types from acidic to alkaline and sand to loams. Drought tolerant. Produces prolific seed. Seed remains dormant in high temperatures over summer but are highly germinable when conditions become suitable. Rainfall is the biggest determinant for germination. Most seed will germinate with first substantial rain in autumn/early winter. In dry starts to seasons, a greater proportion of the seeds show staggered germination which may continue until as late as August. Under increased nitrogen, seedlings emerge earlier at higher densities. Additional information. Origin. Mediterranean. History of use/introduction. Introduced into Australia circa 1875 as a contaminant of crop seeds or wool. Similar exotic species. Bromus rigidus. Similar native species. B. arenarius. Suggested method of management and control. Prevent seed set. Hand pull plants. In degraded areas use 1% glyphosate on seedlings, young plants or when flowering. Alternatively spray plants at 3-5 leaf stage with FusiladeÂ® Forte at 16 ml/10 L or 800 ml/ha (based on 500 L water/ha) + wetting agent or for generic fluazifop-p (212g/L active ingredient) 10ml/10L or 500ml/ha + wetting agent. An early and late application may be required where two Bromus species are present. Repeat the following year if required. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. mammals, wind, machinery, clothing, contaminated crop seed. photosynthetic pathway. c3. seedbank persistence. short, days to 2 years. fire response. hand pull plants. alternatively spray plants at 3-5 leaf stage with fusiladeÂ® forte at 16 ml/10 l or 800 ml/ha (based on 500 l water/ha) + wetting agent or for generic fluazifop-p (212g/l active ingredient) 10ml/10l or 500ml/ha + wetting agent. an early and late application may be required where two bromus species are present. repeat the following year if required. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Florabase_long"
"Bromus","Bromus diandrus","Tufted annual, grass-like or herb, 0.2-0.7 m high. Fl. purple/yellow-green/cream, Aug to Nov. Yellow/grey/black sand, loam, red/brown clay."," tufted annual, g or herb, 0.2-0.7 m high. ","annual","annual","","","herb graminoid","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Bromus","Bromus diandrus","Description: Tufted, often robust annual to 1 m high; culms usually stout, ascending, geniculate. Leaves with sheath loose, villous to puberulent; ligule obtuse to laciniate, 1-5 mm long; blade to 10 mm wide, villous to puberulent. Panicle open, loose, to 26 cm long, branches nodding. Spikelets 5-14-flowered, 5-10 cm long including awns. Glumes acute, lower linear-lanceolate, 12-24 mm long, 1-3-nerved; upper lanceolate, 20-30 mm long, 3-5-nerved. Lemmas 20-32 mm long, lanceolate, with a toothed apex 5-7 mm above the insertion of the awn, 5-7-nerved, keeled; awn 3.5-6 cm long. Palea c. 60% length of the lemma."," tufted, often robust annual to 1 m high; ","annual","annual","","","herb graminoid","inferred_from_family","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Bromus","Bromus diandrus","Description: Strongly growing annual, 30-90 cm high, with erect usually stout stems, hairy below the panicle; leaves to 10 mm wide, rough with some long hairs; sheath loose, with spreading hairs; ligule prominent, membranous.Panicle usually loose and nodding, to 25 cm, with rough branches, some at least as long as the spikelet, in half whorls of 3 or 4, each bearing a single (rarely 2) spikelet(s); spikelets to 35 mm, at first tightly enclosed by the glumes, becoming cuneate at maturity; lower glume 1-nerved, 15-20 mm, linear-lanceolate, the upper 3-nerved, 20-27 mm, lanceolate; lemma 25-28 mm, 5-nerved, lanceolate, with a toothed apex 5-7 mm above the insertion of the awn; callus scar, where floret is detached from the rhachilla, circular; awn 35-55 mm long, straight, scabrid and flattened."," strongly growing annual, 30-90 cm high. ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Bromus","Bromus diandrus","Tufted annual, culms erect, to 80 cm high. Leaves with soft, spreading hairs; blade flat or loosely folded, to 15 cm long and 10 mm wide, lightly scabrous; ligule glabrous, torn at apex, 2-4 mm long. Inflorescence a loose panicle, to 15 cm long (excluding awns), branches initially sub-erect, usually drooping at maturity, the longest not or barely longer than the spikelets. Spikelets 4-10-flowered, oblong, 40-60 mm long (excluding awns), florets separating toward maturity; lower glume 1-nerved, 13-20 mm long, upper glume 3-nerved, 20-27 mm long; lemma 20-30 mm long, excluding awn, dorsally rounded, strongly scabrous, with 2 membranous apical lobes 4-7 mm long; awn 35-60 mm long. Flowers Sep.-Nov."," tufted annual, culms erect, to 80 cm high. ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","erect","erect","herbaceous","inferred_from_growth_form","VIC_flora"
"Bromus","Bromus hordeaceus","Annual or sometimes biennial, caespitose. Culms 5-108 cm high. Leaves: basal sheaths puberulous to pilose; blade (3.5-) 7-22 cm long, (2-) 3-7 mm wide, puberulous to pilose. Panicles erect, contracted, (1.5-) 2.5-11 cm long; primary branches spreading. Spikelets erect, oblong or ovate or narrowly elliptic, 12-20 mm long, with 7-12 bisexual florets; pedicel 0.8-11.5 (-16.5) mm long. Glumes equal to unequal; lower glume 4.8-8 mm long, apically keeled or dorsally rounded, 3-5-nerved, with midnerve glabrous or puberulous and intercostal regions puberulous to hirsute; upper glume 5.5-9 mm long, dorsally rounded, 7-9-nerved, with midnerve glabrous or puberulous to hirsute and intercostal regions scabrous to villous. Callus blunt, glabrous or laterally scabrous. Basal lemma 7-9.5 mm long, with margins not tightly incurved, dorsally rounded, 7-9-nerved, scaberulous to pilose or hirsute; awn subapical, arising 1-1.5 mm below lemma tip, 3-9 mm long, straight or curved, entered by 3 nerves (but only 1 obvious). Palea equalling or slightly shorter than lemma, glabrous or rarely puberulous. Anthers 0.6-2.3 mm long."," annual or sometimes biennial, caespitose. ","annual biennial","annual biennial","","","herb graminoid","inferred_from_genus_life_history","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Bromus","Bromus hordeaceus","General Biology. Growth form. Grass. Life form. Annual, caespitose. Reproduction. Seed. Dispersal. Mammals, wind. Photosynthetic Pathway. C3. Seedbank persistence. Short, days to 1 year. Fire response. Fire creates suitable conditions for mass germination of seed. Seeds are only damaged in very hot fires. Notes. Similar to the native Bromus arenarius (sand brome) which has an earlier flowering period of July to Ocotober. Germination is slightly inhibited by light. Viable seeds germinate in their first autumn, limited seed is carried over from year to year in the seedbank. Seeds shed approximately one month after ripening. Additional information. Origin. Macronesia, northern Africa, western temperate Asia, southwestern and eastern Europe. History of use/introduction. Cattle fodder. Similar native species. Bromus arenarius. Suggested method of management and control. Prevent seed set. Hand pull, or in degraded areas use 1% glyphosate on seedlings, young plants or when flowering. Alternatively spray plants at 3-5 leaf stage with FusiladeÂ® Forte at 16 ml/10 L or 800 ml/ha (based on 500 L water/ha) + wetting agent or for generic fluazifop-p (212g/L active ingredient) 10ml/10L or 500ml/ha + wetting agent. Repeat the following year if required. An early and late application may be required where two Bromus species are present. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. mammals, wind. photosynthetic pathway. c3. seedbank persistence. short, days to 1 year. fire response. fire creates suitable conditions for mass germination of seed. alternatively spray plants at 3-5 leaf stage with fusiladeÂ® forte at 16 ml/10 l or 800 ml/ha (based on 500 l water/ha) + wetting agent or for generic fluazifop-p (212g/l active ingredient) 10ml/10l or 500ml/ha + wetting agent. repeat the following year if required. an early and late application may be required where two bromus species are present. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Florabase_long"
"Bromus","Bromus hordeaceus","Tufted annual, grass-like or herb, 0.1-0.4 m high. Fl. green, Aug to Nov. Calcareous loam, sand, black sandy clay."," tufted annual, g or herb, 0.1-0.4 m high. ","annual","annual","","","herb graminoid","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Bromus","Bromus hordeaceus","Description: Erect tufted annual or biennial to 1 m high; culms erect or geniculate at base. Leaves with sheath villous; ligule obtuse to laciniate, 0.5-1.5 mm long, sometimes pubescent; blade to 7 mm wide, puberulent. Panicle erect, ± compact, rather dense, 2-15 cm long. Spikelets plump, lanceolate, 11-22 mm long including awns, hairy. Glumes acute, keeled, pubescent, lower 3-5-nerved, 4.5-7 mm long; upper 7-nerved, 5.5-8 mm long. Lemmas keeled, overlapping when young, 8-11 mm long, pubescent or puberulent; awn straight, erect, subapical, 3-8.5 mm long. Palea c. 75% the length of the lemma."," erect tufted annual or biennial to 1 m high; ","annual biennial","annual biennial","","","herb graminoid","inferred_from_family","","","","","erect","erect","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Bromus","Bromus hordeaceus","Description: Erect annual 55-80 cm high; stem glabrous; leaves long-haired or villous; leaf sheaths hairy.Panicle 50-85 mm, compact; branches shorter than the spikelets; spikelets 12-18 x 4-6 mm, plump, lanceolate, hairy; lower glumes 3-nerved, c. 4.5 mm, upper 5-nerved, c. 6 mm; lemma 7-9-nerved, 8-9 x c. 4 mm, with broad apical teeth; awn straight, erect, 4-11 mm."," erect annual 55-80 cm high; ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","erect","erect","herbaceous","inferred_from_growth_form","SA_flora"
"Bromus","Bromus hordeaceus","Slender, few-leaved annual, culms erect, to 80 cm high. Leaves softly hairy; sheath often with decurved hairs; blade flat, to 12 cm long and 6 mm wide; ligule pubescent on abxial surface, shortly toothed, c. 1 mm long. Inflorescence a rather dense, narrowly ovate to linear panicle, to 10 cm long, pedicels mostly shorter than spikelets. Spikelets plump, (4-)6-10(-13)-flowered, lanceolate, 12-18 mm long (excluding awns), usually covered with soft hairs, rarely glabrous; lower glume 3-nerved, 4.5-7 mm long, upper glume 5-nerved, 5.5-8 mm long; lemma 7.5-10 mm long (excluding the awn), membranous, blunt at apex and with a notch c. 1 mm deep; awn erect to slightly spreading, 4-11mm long, inserted at the base of the notch. Flowers Oct.-Jan."," slender, few-leaved annual, culms erect, to 80 cm high. ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","erect","erect","herbaceous","inferred_from_growth_form","VIC_flora"
"Bromus","Bromus rubens","Annuals, caespitose. Culms 5-42 cm high. Leaves: basal sheaths densely puberulous to pilose (with trichomes retrorse); blade (1.7-) 4-12 cm long, 2-3 mm wide, densely puberulous to pilose. Panicles erect, strongly contracted, ovate to obovate, 2-6 cm long; primary branches erect. Spikelets subsessile to pedicellate, erect, ovate to elliptic, 15-22 mm long, with 3-7 bisexual florets; pedicel 0.75-6.5 mm long. Glumes subequal to unequal, keeled, puberulous to pilose; lower glume 5.5-8.5 mm long, 1-nerved; upper glume 7.5-11.5 mm long, 3-nerved. Callus blunt, glabrous. Basal lemma 10-14 mm long, dorsally rounded or apically keeled, 7-nerved (with 5 nerves prominent), puberulous to pilose; awn dorsal, arising 3-5 mm below lemma tip, 8.5-15 mm long, straight, entered by 3 nerves. Palea equalling lemma, puberulous. Anthers 0.75-1 mm long."," annuals, caespitose. ","annual","annuals","","","herb graminoid","inferred_from_genus_life_history","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Bromus","Bromus rubens","General Biology. Growth form. Grass. Life form. Annual, caespitose. Reproduction. Seed. Dispersal. Water, mammals including livestock, contaminated seed grain, forage, wind. Photosynthetic Pathway. C3. Seedbank persistence. Short, less than one year. Fire response. Fire creates conditions suitable for mass germination of seed. Notes. Commonly found on shallow, dry or poorly textured clay soils. Adapted to disturbed sites and open areas. Highly competitive with other grasses and capable of displacing native species. Initial growth is relatively slow, followed by a rapid increase in vegetative growth coinciding with warmer spring temperatures. Produces prolific seed and a large amount of biomass that increases fire risk when dried. Additional information. Origin. Africa, Asia, and Europe. History of use/introduction. Forage for livestock, though of limited nutritional value. Similar exotic species. Bromus madritensis. Similar native species. B. arenarius. Suggested method of management and control. Prevent seed set. Hand pull plants or in degraded areas use 10 ml/10 L of glyphosate on seedlings, young plants or when flowering. Alternatively spray plants at 3-5 leaf stage with FusiladeÂ® Forte at 16 ml/10 L or 800 ml/ha (based on 500 L water/ha) + wetting agent or for generic fluazifop-p (212g/L active ingredient) 10ml/10L or 500ml/ha + wetting agent. An early and late application may be required where two Bromus species are present. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. water, mammals including livestock, contaminated seed grain, forage, wind. photosynthetic pathway. c3. seedbank persistence. short, less than one year. fire response. fire creates conditions suitable for mass germination of seed. notes. hand pull plants or in degraded areas use 10 ml/10 l of glyphosate on seedlings, young plants or when flowering. alternatively spray plants at 3-5 leaf stage with fusiladeÂ® forte at 16 ml/10 l or 800 ml/ha (based on 500 l water/ha) + wetting agent or for generic fluazifop-p (212g/l active ingredient) 10ml/10l or 500ml/ha + wetting agent. an early and late application may be required where two bromus species are present. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form","Florabase_long"
"Bromus","Bromus rubens","Tufted annual, grass-like or herb, 0.1-0.4 m high. Fl. green/red-purple, Aug to Oct. Sand, red brown clay, calcareous loam."," tufted annual, g or herb, 0.1-0.4 m high. ","annual","annual","","","herb graminoid","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Bromus","Bromus rubens","Description: Tufted annual to 0.5 m high; culms erect, geniculate, pubescent below the panicle. Leaves with sheath villous-pubescent; ligule laciniate, 1-3 mm long; blade to 5 mm wide, puberulent to pubescent. Panicle compact, erect, becoming reddish brown, 35-90 mm long; branches 0.1-1 cm long, usually not visible. Spikelets 4-11-flowered, to 30 mm long including awns. Glumes acute to acuminate, lower 1-nerved, to 7.5 mm long; upper narrow-lanceolate, 3-nerved, 8.5-16.5 mm long. Lemmas keeled, overlapping when young, 3-5-nerved, 13.5-16.5 mm long; awn subapical, 11-30 mm long. Palea at least 75% the length of the lemma."," tufted annual to 0.5 m high; ","annual","annual","","","herb graminoid","inferred_from_family","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Bromus","Bromus rubens","Description: Annual to 15-40 (rarely 60) mm high with stems pubescent below the panicle; leaves flat, hairy, c. 70 x 2-3 mm; sheaths pubescent or rarely hairy.Panicle becoming reddish-brown, mostly dense, 35-70 x 24-45 mm, and usually becoming cuneate at the base; panicle branches short, stiff, pubescent or hairy, the branches in half whorls of up to 7, each with 1-5 clustered spikelets; spikelets slightly pubescent or hairy; lower glume to 6.5-7.5 mm, 1-nerved, subulate; the upper 1-12.5 mm long, narrow-lanceolate, with 3 prominent nerves; lemma often curved outwards, 3-5-nerved, 13.5-16.5 x 2-2.5 mm, with wide hyaline margins and apical teeth to 4 mm; awn inserted 5-6 mm below the tip of the lemma, often slightly divaricate, slender and 13-18.5 mm long; palea much narrower than the lemma."," annual to 15-40 (rarely 60) mm high with stems pubescent below the panicle; ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Bromus","Bromus rubens","Slender or sometimes tufted annual, culms erect or geniculate, generally shortly pubescent below the inflorescence, to 40 cm high (rarely more). Leaves softly hairy; blade flat, to 20 cm long and 5 mm wide; ligule glabrous, toothed to deeply laciniate, 1-3 mm long. Inflorescence a dense ovoid to obovoid panicle, to 8 cm long (excluding awns), branches and pedicels erect, not or very rarely longer than 1 cm and mostly 1-4 mm. Spikelets 4-8-flowered, glabrous or hairy, narrowly oblong, 12-20 mm long (excluding awns), florets closely overlapping, remaining erect; lower glume 1-nerved, 5-8 mm long, upper glume 3-nerved, 8-12 mm long; lemma 10-14 mm long, excluding awn, dorsally rounded or almost flat, notched at apex to 4 mm deep; awn 8-12 mm long, inserted 3-5 mm below lemma apex, remaining straight or recurving slightly at maturity. Flowers Jul.-Nov."," slender or sometimes tufted annual, culms erect or geniculate, ","annual","annual","","","herb graminoid","inferred_from_genus_life_history","","","","","erect","erect","herbaceous","inferred_from_growth_form","VIC_flora"
"Brunoniella","Brunoniella australis","Decumbent or erect tuberous, perennial, herb, 0.02-0.15 m high. Fl. blue-purple, Oct to Dec or Jan. Red clay over basalt."," decumbent or erect tuberous, perennial, herb, 0.02-0.15 m high. ","perennial","perennial","","","herb","herb","","","","","erect decumbent","erect decumbent","herbaceous","inferred_from_growth_form","Florabase_short"
"Brunoniella","Brunoniella australis","Herb, above ground parts annual, with tubers. Flowers purple"," herb, . ","","","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","NT_Flora"
