taxon_name,life_history
Olearia viscidula,perennial
Olearia viscidula,perennial
Opercularia diphylla,perennial
Opercularia diphylla,perennial
Opercularia varia,perennial
Opercularia varia,perennial
Opercularia varia,perennial
Opercularia varia,perennial
Opercularia varia,perennial
Opercularia varia,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,annual perennial
Oplismenus hirtellus,perennial
Oplismenus hirtellus,annual perennial
Oxalis perennans,perennial
Oxalis perennans,annual
Oxalis perennans,short_lived_perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis perennans,perennial
Oxalis thompsoniae,perennial
Oxalis thompsoniae,perennial
Oxalis thompsoniae,perennial
Oxalis thompsoniae,perennial
Ozothamnus diosmifolius,perennial
Ozothamnus diosmifolius,perennial
Ozothamnus diosmifolius,perennial
Ozothamnus diosmifolius,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Pandorea pandorana,perennial
Panicum simile,perennial
Panicum simile,perennial
Panicum simile,perennial
Panicum simile,perennial
Paspalidium criniforme,perennial
Paspalidium criniforme,perennial
Paspalidium criniforme,perennial
Paspalidium criniforme,perennial
Paspalidium distans,perennial
Paspalidium distans,perennial
Paspalidium distans,perennial
Paspalidium distans,perennial
Paspalidium distans,perennial
Pelargonium inodorum,annual
Pelargonium inodorum,annual
Pelargonium inodorum,annual perennial
Pelargonium inodorum,annual short_lived_perennial
Pelargonium inodorum,annual short_lived_perennial
Pelargonium inodorum,perennial
Pellaea falcata,perennial
Pellaea falcata,perennial
Persicaria decipiens,perennial
Persicaria decipiens,annual
Persicaria decipiens,annual biennial
Persicaria decipiens,perennial
Persicaria decipiens,perennial
Persicaria decipiens,annual perennial
Persicaria decipiens,perennial
Persicaria decipiens,perennial
Persicaria decipiens,perennial
Persicaria decipiens,perennial
Persicaria lapathifolia,perennial
Persicaria lapathifolia,annual
Persicaria lapathifolia,annual biennial
Persicaria lapathifolia,perennial
Persicaria lapathifolia,annual biennial
Persicaria lapathifolia,annual
Persicaria lapathifolia,annual biennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Persoonia linearis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phragmites australis,perennial
Phyllanthus gunnii,perennial
Phyllanthus gunnii,short_lived_perennial
Phyllanthus gunnii,perennial
Phyllanthus gunnii,perennial
Phyllanthus gunnii,perennial
Pimelea linifolia,perennial
Pimelea linifolia,annual
Pimelea linifolia,perennial
Pimelea linifolia,perennial
Pimelea linifolia,short_lived_perennial
Pimelea linifolia,perennial
Pimelea linifolia,perennial
Pimelea linifolia,perennial
Pittosporum multiflorum,perennial
Pittosporum multiflorum,perennial
Pittosporum multiflorum,perennial
Pittosporum multiflorum,perennial
Pittosporum revolutum,perennial
Pittosporum revolutum,short_lived_perennial
Pittosporum revolutum,perennial
Pittosporum revolutum,perennial
Pittosporum revolutum,perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,short_lived_perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,perennial
Pittosporum undulatum,perennial
Plantago debilis,perennial
Plantago debilis,perennial
Plantago debilis,perennial
Plantago debilis,perennial
Plantago debilis,annual perennial
Plantago debilis,annual perennial
Plantago debilis,perennial
Plantago debilis,annual perennial
Plantago debilis,annual perennial
Plantago debilis,annual perennial
Plantago debilis,perennial
Plectranthus parviflorus,perennial
Plectranthus parviflorus,perennial
Plectranthus parviflorus,perennial
Plectranthus parviflorus,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Poa sieberiana,perennial
Polymeria calycina,perennial
Polymeria calycina,perennial
Polymeria calycina,perennial
Polymeria calycina,perennial
Polymeria calycina,perennial
Polymeria calycina,perennial
Polyscias sambucifolia,perennial
Polyscias sambucifolia,perennial
Polyscias sambucifolia,perennial
Polyscias sambucifolia,perennial
Poranthera microphylla,annual
Poranthera microphylla,annual short_lived_perennial
Poranthera microphylla,annual
Poranthera microphylla,perennial
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Poranthera microphylla,annual
Portulaca oleracea,annual
Portulaca oleracea,annual
Portulaca oleracea,annual
Portulaca oleracea,annual perennial
Portulaca oleracea,annual perennial
Portulaca oleracea,annual
Portulaca oleracea,annual
Portulaca oleracea,annual
Portulaca oleracea,annual
Portulaca oleracea,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,perennial
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual biennial
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pseudognaphalium luteoalbum,annual
Pteridium esculentum,perennial
Pteridium esculentum,perennial
Pteridium esculentum,perennial
Pteridium esculentum,perennial
Pteridium esculentum,perennial
Pterostylis nutans,perennial
Pterostylis nutans,perennial
Pterostylis nutans,perennial
Pterostylis nutans,perennial
Pterostylis nutans,perennial
Pultenaea villosa,perennial
Pultenaea villosa,perennial
Pultenaea villosa,perennial
Rubus parvifolius,perennial
Rubus parvifolius,perennial
Rubus parvifolius,perennial
Rubus parvifolius,perennial
Rubus parvifolius,perennial
Rubus parvifolius,perennial
Rubus parvifolius,annual
Rubus parvifolius,perennial
Rumex brownii,perennial
Rumex brownii,short_lived_perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rumex brownii,annual perennial
Rumex brownii,perennial
Rumex brownii,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma fulvum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,ephemeral
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma setaceum,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Rytidosperma tenuius,perennial
Sarcopetalum harveyanum,perennial
Sarcopetalum harveyanum,perennial
Sarcopetalum harveyanum,perennial
Sarcopetalum harveyanum,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Scaevola albida,perennial
Schoenus apogon,annual short_lived_perennial
Schoenus apogon,perennial
Schoenus apogon,perennial
Schoenus apogon,perennial
Schoenus apogon,annual perennial
Schoenus apogon,annual
Schoenus apogon,annual perennial
Schoenus apogon,perennial
Schoenus apogon,perennial
Schoenus apogon,perennial
Senecio hispidulus,annual short_lived_perennial
Senecio hispidulus,annual
Senecio hispidulus,perennial
Senecio hispidulus,annual short_lived_perennial
Senecio hispidulus,perennial
Senecio hispidulus,perennial
Senecio hispidulus,perennial
Senecio hispidulus,perennial
Senecio hispidulus,perennial
Solenogyne bellioides,perennial
Solenogyne bellioides,perennial
Solenogyne bellioides,perennial
Stackhousia muricata,perennial
Stackhousia muricata,annual perennial
Stackhousia muricata,annual perennial
Stackhousia muricata,annual perennial
Stackhousia muricata,annual perennial
Stackhousia muricata,annual perennial
Stackhousia muricata,annual perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Themeda triandra,perennial
Thysanotus tuberosus,perennial
Thysanotus tuberosus,perennial
Thysanotus tuberosus,annual
Thysanotus tuberosus,perennial
Thysanotus tuberosus,perennial
Thysanotus tuberosus,perennial
Thysanotus tuberosus,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triglochin striata,perennial
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual ephemeral
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Triptilodiscus pygmaeus,annual
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Typha orientalis,perennial
Veronica plebeia,perennial
Veronica plebeia,short_lived_perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Veronica plebeia,perennial
Vincetoxicum barbatum,perennial
Vincetoxicum barbatum,perennial
Vincetoxicum barbatum,perennial
Vincetoxicum barbatum,perennial
Vittadinia cuneata,annual short_lived_perennial
Vittadinia cuneata,perennial
Vittadinia cuneata,annual perennial
Vittadinia cuneata,annual perennial
Vittadinia cuneata,short_lived_perennial
Vittadinia cuneata,annual perennial
Vittadinia cuneata,annual perennial
Vittadinia cuneata,annual perennial
Vittadinia cuneata,perennial
Wahlenbergia gracilis,perennial
Wahlenbergia gracilis,perennial
Wahlenbergia gracilis,perennial
Wahlenbergia gracilis,perennial
Wahlenbergia gracilis,perennial
Wahlenbergia gracilis,perennial
Xanthorrhoea minor,perennial
Xanthorrhoea minor,perennial
Xanthorrhoea minor,perennial
Xanthorrhoea minor,perennial
Xanthorrhoea minor,perennial
Xanthorrhoea minor,perennial
Zieria smithii,perennial
Zieria smithii,perennial
Zieria smithii,perennial
Zieria smithii,perennial
Zieria smithii,perennial
Zornia dyctiocarpa,perennial
Zornia dyctiocarpa,perennial
Zornia dyctiocarpa,perennial
